Time|Exchange|Symbol|Bid_Price|Bid_Size|Offer_Price|Offer_Size|Quote_Condition|Sequence_Number|National_BBO_Ind|FINRA_BBO_Indicator|FINRA_ADF_MPID_Indicator|Quote_Cancel_Correction|Source_Of_Quote|Best Bid Quote Condition|Best_Bid_Exchange|Best_Bid_Price|Best_Bid_Size|Best_Bid_FINRA_Market_Maker_ID|Best_Offer_Quote_Condition|Best_Offer_Exchange|Best_Offer_Price|Best_Offer_Size|Best_Offer_FINRA_Market_Maker_ID|LULD_Indicator|LULD_NBBO_Indicator|SIP_Generated_Message_Identifier|Participant_Timestamp|FINRA_ADF_Timestamp|Security_Status_Indicator
093442055311915|T|A|117.18|4|117.74|2|R|539109|U||||C|R|T|117.18|4||R|N|117.74|2|||A||093442054954180|| 
093442055332098|B|A|117.25|1|117.74|1|R|539111|U||||C|R|B|117.25|1||R|N|117.74|2|||A||093442054980738|| 
093442055372086|T|A|117.5|3|117.74|2|R|539116|U||||C|R|T|117.5|3||R|N|117.74|2|||A||093442055013143|| 
093442055627688|T|A|117.19|1|117.74|2|R|539124|U||||C|R|T|117.19|1||R|N|117.74|2|||A||093442055272635|| 
093442055647768|X|A|110.15|1|117.68|1|R|539125|U||||C|R|T|117.19|1||R|X|117.68|1|||A||093442055292564|| 
093442055923450|T|A|117.19|2|117.73|2|R|539140|U||||C|R|T|117.19|2||R|X|117.68|1|||A||093442055568378|| 
093442055928476|B|A|117.31|1|117.74|1|R|539141|U||||C|R|B|117.31|1||R|X|117.68|1|||A||093442055579462|| 
093442055939227|B|A|110.15|1|117.74|1|R|539142|U||||C|R|T|117.19|2||R|X|117.68|1|||A||093442055589523|| 
093442055948511|T|A|117.31|1|117.73|2|R|539146|U||||C|R|T|117.31|1||R|X|117.68|1|||A||093442055596495|| 
093442055973518|X|A|110.15|1|124|1|R|539148|U||||C|R|T|117.31|1||R|T|117.73|1|||A||093442055622640|| 
093442056108909|T|A|117.24|1|117.73|1|R|539154|G||||C|R|T|117.24|1||R|T|117.73|1|||A||093442055748335|| 
093442056118893|T|A|117.19|1|117.73|1|R|539155|G||||C|R|T|117.19|1||R|T|117.73|1|||A||093442055757240|| 
093442060303917|N|A|117.37|1|117.74|2|R|539157|U||||C|R|N|117.37|1||R|T|117.73|1|||A||093442060277439|| 
093442062890027|N|A|116.79|1|117.74|2|R|539169|U||||C|R|T|117.19|1||R|T|117.73|1|||A||093442062865914|| 
093442067370653|T|A|117.19|1|117.74|3|R|539176|G||||C|R|T|117.19|1||R|T|117.74|3|||A||093442067011908|| 
093442070387867|T|A|117.14|1|117.74|3|R|539216|G||||C|R|T|117.14|1||R|T|117.74|3|||A||093442070036432|| 
093442155665952|T|A|117.14|1|117.74|2|R|539565|U||||C|R|T|117.14|1||R|N|117.74|2|||A||093442155315123|| 
093448926466447|N|A|116.99|1|117.74|2|R|543130|U||||C|R|T|117.14|1||R|T|117.74|2|||A||093448926435278|| 
093452511842850|T|A|116.12|1|117.74|2|R|545659|U||||C|R|N|116.75|1||R|N|117.74|2|||A||093452511493371|| 
093452511852923|T|A|116.98|1|117.74|2|R|545661|U||||C|R|T|116.98|1||R|N|117.74|2|||A||093452511502151|| 
093453869274779|T|A|116.99|1|117.74|2|R|546287|U||||C|R|T|116.99|1||R|N|117.74|2|||A||093453868923380|| 
093500005880342|N|A|116.75|1|117.74|3|R|549280|U||||C|R|T|116.99|1||R|N|117.74|3|||A||093500005853822|| 
093504339478369|N|A|116.75|1|117.65|1|R|554773|U||||C|R|T|116.99|1||R|N|117.65|1|||A||093504339449414|| 
093507658099783|N|A|116.75|1|117.65|2|R|557552|U||||C|R|T|116.99|1||R|N|117.65|2|||A||093507658061721|| 
093516816825801|N|A|116.75|1|117.64|1|R|562416|U||||C|R|T|116.99|1||R|N|117.64|1|||A||093516816795284|| 
093527338677203|N|A|116.97|1|117.64|1|R|567465|U||||C|R|T|116.99|1||R|B|117.64|1|||A||093527338646032|| 
093611852911577|B|A|110.15|1|117.64|1|R|599351|U||||C|R|T|116.99|1||R|K|117.64|1|||A||093611852560375|| 
093612090156443|N|A|116.99|2|117.64|1|R|599500|U||||C|R|N|116.99|2||R|K|117.64|1|||A||093612090129950|| 
093630778852504|K|A|116.43|1|117.64|1|R|612497|U||||C|R|N|116.99|2||R|B|117.64|1|||A||093630778620000|| 
093630779038040|N|A|116.99|3|117.64|1|R|612498|U||||C|R|N|116.99|3||R|B|117.64|1|||A||093630779014509|| 
093631520598509|N|A|116.99|2|117.64|1|R|612920|U||||C|R|T|116.99|2||R|B|117.64|1|||A||093631520570890|| 
093631520663693|T|A|117.07|1|117.67|1|R|612921|U||||C|R|T|117.07|1||R|B|117.64|1|||A||093631520309860|| 
093631520713730|B|A|110.15|1|117.64|1|R|612923|U||||C|R|T|117.07|1||R|K|117.64|1|||A||093631520362843|| 
093632549909185|K|A|116.43|1|117.65|1|R|613431|U||||C|R|T|117.07|1||R|N|117.65|2|||A||093632549665000|| 
093632549959245|N|A|117.63|1|117.65|2|R|613434|G||||C|R|N|117.63|1||R|N|117.65|2|||A||093632549926521|| 
093632550154723|N|A|117.63|1|117.65|1|R|613452|U||||C|R|N|117.63|1||R|K|117.65|1|||A||093632550122408|| 
093632550164718|N|A|116.99|2|117.65|1|R|613454|U||||C|R|K|117.62|1||R|K|117.65|1|||A||093632550125913|| 
093632550170425|K|A|116.43|1|117.65|1|R|613456|U||||C|R|T|117.22|1||R|N|117.65|1|||A||093632549923000|| 
093632550170425|N|A|116.99|2|117.66|1|R|613457|U||||C|R|T|117.22|1||R|K|117.65|1|||A||093632550127216|| 
093632550375246|T|A|117.31|1|117.68|2|R|613465|U||||C|R|T|117.31|1||R|K|117.65|1|||A||093632550026085|| 
093632550390324|T|A|117.45|1|117.68|2|R|613466|U||||C|R|T|117.45|1||R|K|117.65|1|||A||093632550039322|| 
093632550410380|K|A|117.62|1|117.65|1|R|613468|G||||C|R|K|117.62|1||R|K|117.65|1|||A||093632550156000|| 
093632550465519|K|A|117.62|1|118.41|1|R|613472|U||||C|R|K|117.62|1||R|N|117.66|1|||A||093632550227000|| 
093632550595753|N|A|116.99|2|117.67|1|R|613477|U||||C|R|K|117.62|1||R|N|117.67|1|||A||093632550566063|| 
093632550756410|K|A|116.43|1|118.41|1|R|613481|U||||C|R|T|117.45|1||R|N|117.67|1|||A||093632550522000|| 
093632550856545|N|A|117.66|1|117.67|1|R|613495|G||||C|R|N|117.66|1||R|N|117.67|1|||A||093632550832722|| 
093632551162310|N|A|117.66|2|117.67|1|R|613503|G||||C|R|N|117.66|2||R|N|117.67|1|||A||093632551140197|| 
093632551272339|N|A|116.99|2|117.67|1|R|613505|U||||C|R|T|117.45|1||R|N|117.67|1|||A||093632551244738|| 
093632551898923|N|A|116.99|2|117.68|2|R|613509|U||||C|R|T|117.45|1||R|T|117.68|2|||A||093632551870503|| 
093632552360983|T|A|117.45|1|117.68|1|R|613520|U||||C|R|T|117.45|1||R|N|117.68|2|||A||093632552006160|| 
093632552640627|T|A|117.45|1|117.67|1|R|613526|G||||C|R|T|117.45|1||R|T|117.67|1|||A||093632552291334|| 
093632555672879|T|A|117.38|1|117.67|1|R|613532|U||||C|R|T|117.38|1||R|N|117.67|1|||A||093632555323396|| 
093632578341797|T|A|117.18|1|117.67|1|R|613550|U||||C|R|T|117.18|1||R|N|117.67|1|||A||093632577989247|| 
093632578366862|T|A|117.07|1|117.67|1|R|613551|U||||C|R|P|117.12|1||R|N|117.67|1|||A||093632578015127|| 
093632578396975|T|A|117.18|1|117.67|1|R|613553|U||||C|R|T|117.18|1||R|N|117.67|1|||A||093632578048334|| 
093632584295966|N|A|116.99|1|117.67|1|R|613558|U||||C|R|T|117.18|1||R|T|117.67|1|||A||093632584271754|| 
093632650413444|T|A|117.07|1|117.67|1|R|613572|U||||C|R|P|117.12|1||R|N|117.67|1|||A||093632650058964|| 
093632656262366|P|A|116.92|1|118.24|1|R|613578|U||||C|R|T|117.07|1||R|N|117.67|1|||A||093632656235554|| 
093632656848762|T|A|117.07|2|117.67|1|R|613587|U||||C|R|T|117.07|2||R|N|117.67|1|||A||093632656495902|| 
093632800185312|T|A|117.07|1|117.67|1|R|613644|U||||C|R|T|117.07|1||R|N|117.67|1|||A||093632799834592|| 
093633608619729|N|A|117.08|1|117.67|1|R|614096|U||||C|R|N|117.08|1||R|T|117.67|1|||A||093633608588663|| 
093633608910488|N|A|117.08|2|117.67|1|R|614097|U||||C|R|N|117.08|2||R|T|117.67|1|||A||093633608885315|| 
093635451307006|T|A|117.03|2|117.67|1|R|614919|U||||C|R|N|117.08|2||R|N|117.67|1|||A||093635450956187|| 
093644304069664|N|A|117.08|1|117.67|1|R|620613|U||||C|R|N|117.08|1||R|T|117.67|1|||A||093644304041705|| 
093644304134764|T|A|117.12|1|117.67|1|R|620614|U||||C|R|T|117.12|1||R|N|117.67|1|||A||093644303785295|| 
093646417722018|T|A|117.12|2|117.67|1|R|622082|U||||C|R|T|117.12|2||R|N|117.67|1|||A||093646417368421|| 
093700897527201|N|A|117.12|1|117.67|1|R|633023|U||||C|R|T|117.12|2||R|T|117.67|1|||A||093700897496983|| 
093705794351168|T|A|117.12|1|117.67|1|R|636767|U||||C|R|T|117.12|1||R|N|117.67|1|||A||093705793997151|| 
093705794356153|T|A|117.23|1|117.67|1|R|636768|U||||C|R|T|117.23|1||R|N|117.67|1|||A||093705794006088|| 
093705846209626|T|A|117.23|2|117.67|1|R|636802|U||||C|R|T|117.23|2||R|N|117.67|1|||A||093705845857042|| 
093714341766673|T|A|117.23|1|117.67|1|R|643856|U||||C|R|T|117.23|1||R|N|117.67|1|||A||093714341412103|| 
093714341766673|N|A|117.11|1|117.67|2|R|643857|U||||C|R|T|117.23|1||R|N|117.67|2|||A||093714341739827|| 
093714345009322|T|A|117.18|2|117.67|1|R|643860|U||||C|R|T|117.18|2||R|N|117.67|2|||A||093714344655305|| 
093714846884246|N|A|117.11|1|117.53|1|R|644069|U||||C|R|T|117.18|2||R|N|117.53|1|||A||093714846853230|| 
093715520738648|T|A|117.18|3|117.67|1|R|644541|U||||C|R|T|117.18|3||R|N|117.53|1|||A||093715520383210|| 
093719520707212|T|A|117.18|2|117.67|1|R|646746|U||||C|R|T|117.18|2||R|N|117.53|1|||A||093719520356317|| 
093719584138217|N|A|117.19|1|117.53|1|R|646771|G||||C|R|N|117.19|1||R|N|117.53|1|||A||093719584107155|| 
093745004441500|N|A|117.19|1|117.53|2|R|662501|G||||C|R|N|117.19|1||R|N|117.53|2|||A||093745004413333|| 
093834943190853|N|A|117.11|1|117.53|2|R|699108|U||||C|R|T|117.18|2||R|N|117.53|2|||A||093834943153891|| 
093834943245933|N|A|117.11|1|117.19|1|R|699109|U||||C|R|T|117.18|2||R|N|117.19|1|||A||093834943221795|| 
093834943336174|T|A|117.18|1|117.54|1|R|699110|U||||C|R|T|117.18|1||R|N|117.19|1|||A||093834942980354|| 
093834943526768|T|A|117.09|1|117.54|1|R|699120|U||||C|R|T|117.09|1||R|N|117.19|1|||A||093834943171407|| 
093834943792226|N|A|116.99|1|117.53|2|R|699143|U||||C|R|T|117.09|1||R|T|117.2|1|||A||093834943761533|| 
093834943937706|T|A|117.09|1|117.46|1|R|699146|U||||C|R|T|117.09|1||R|X|117.45|1|||A||093834943579268|| 
093834944037807|A|A|0|0|117.28|1|R|699149|U||||C|R|T|117.09|1||R|A|117.28|1|||A||093834944008641|| 
093834944107937|T|A|116.13|1|117.43|1|R|699153|U||||C|R|N|116.99|1||R|A|117.28|1|||A||093834943746989|| 
093834944148074|X|A|110.15|1|117.27|1|R|699156|U||||C|R|N|116.99|1||R|X|117.27|1|||A||093834943789744|| 
093834944168155|T|A|116.13|1|117.12|1|R|699158|U||||C|R|N|116.99|1||R|T|117.12|1|||A||093834943806738|| 
093834944283388|T|A|116.13|1|117.33|1|R|699164|U||||C|R|N|116.99|1||R|T|117.33|1|||A||093834943925435|| 
093834944398733|T|A|117.1|1|117.33|1|R|699165|G||||C|R|T|117.1|1||R|T|117.33|1|||A||093834944038770|| 
093834944478881|T|A|116.13|1|117.33|1|R|699166|U||||C|R|N|116.99|1||R|T|117.33|1|||A||093834944121928|| 
093834944498972|T|A|116.13|1|117.32|1|R|699167|U||||C|R|N|116.99|1||R|T|117.32|1|||A||093834944139968|| 
093834944503930|X|A|110.15|1|117.25|1|R|699168|U||||C|R|N|116.99|1||R|X|117.25|1|||A||093834944147341|| 
093834954587941|X|A|110.15|1|124|1|R|699241|U||||C|R|N|116.99|1||R|T|117.32|1|||A||093834954235378|| 
093834954678168|N|A|116.3|1|117.53|2|R|699242|U||||C|R|T|116.35|1||R|T|117.32|1|||A||093834954644800|| 
093834959459576|T|A|116.35|1|117.51|1|R|699285|G||||C|R|T|116.35|1||R|T|117.51|1|||A||093834959107233|| 
093834959469590|T|A|116.35|1|117.52|1|R|699286|G||||C|R|T|116.35|1||R|T|117.52|1|||A||093834959119436|| 
093834972179884|T|A|116.35|1|117.55|1|R|699307|U||||C|R|T|116.35|1||R|N|117.53|2|||A||093834971830951|| 
093835115255473|N|A|116.46|1|117.53|2|R|699778|G||||C|R|N|116.46|1||R|N|117.53|2|||A||093835115230108|| 
093835115425951|T|A|116.61|1|117.55|1|R|699779|U||||C|R|T|116.61|1||R|N|117.53|2|||A||093835115073194|| 
093835849017460|N|A|116.62|1|117.53|2|R|700407|G||||C|R|N|116.62|1||R|N|117.53|2|||A||093835848988199|| 
093838247227483|N|A|116.62|1|117.53|1|R|701493|U||||C|R|T|116.62|1||R|N|117.53|1|||A||093838247198211|| 
093840480003377|T|A|116.62|1|117.67|1|R|702835|U||||C|R|N|116.62|1||R|N|117.53|1|||A||093840479650524|| 
093840480013427|T|A|116.62|1|117.4|1|R|702836|U||||C|R|N|116.62|1||R|T|117.4|1|||A||093840479663012|| 
093840483672193|N|A|116.62|1|117.4|1|R|702843|U||||C|R|T|116.62|1||R|T|117.4|1|||A||093840483645553|| 
093841951542024|T|A|116.61|1|117.4|1|R|703894|U||||C|R|N|116.62|1||R|K|117.4|1|||A||093841951189674|| 
093842462288059|N|A|116.62|1|117.11|1|R|704063|G||||C|R|N|116.62|1||R|N|117.11|1|||A||093842462259366|| 
093842657091918|N|A|116.62|1|117.11|2|R|704094|G||||C|R|N|116.62|1||R|N|117.11|2|||A||093842657062397|| 
093937484450650|T|A|116.81|1|117.29|1|R|740116|U||||C|R|T|116.81|1||R|N|117.11|2|||A||093937484098241|| 
093938126564357|N|A|116.62|1|117.11|1|R|740257|U||||C|R|T|116.81|1||R|Z|117.11|1|||A||093938126523944|| 
093938126935273|Z|A|116.35|2|117.56|1|R|740264|U||||C|R|T|116.81|1||R|N|117.12|2|||A||093938126685000|| 
093938127015428|J|A|116.84|1|118.5|1|R|740273|U||||C|R|J|116.84|1||R|N|117.12|2|||A||093938126772000|| 
093938127190932|T|A|116.85|1|117.29|1|R|740289|U||||C|R|T|116.85|1||R|N|117.12|2|||A||093938126838247|| 
093938127576875|T|A|116.82|1|117.29|1|R|740298|U||||C|R|T|116.82|1||R|N|117.12|2|||A||093938127227639|| 
093938131641489|N|A|116.62|1|117.12|1|R|740299|U||||C|R|T|116.82|1||R|N|117.12|1|||A||093938131610449|| 
093938132182908|T|A|116.96|1|117.29|1|R|740312|U||||C|R|T|116.96|1||R|N|117.12|1|||A||093938131834334|| 
093938132197781|T|A|116.82|1|117.29|1|R|740314|U||||C|R|T|116.82|1||R|N|117.12|1|||A||093938131846323|| 
093938132202838|X|A|116.85|1|124|1|R|740315|U||||C|R|X|116.85|1||R|N|117.12|1|||A||093938131848689|| 
093938132208079|N|A|116.62|1|117.13|1|R|740316|U||||C|R|X|116.85|1||R|N|117.13|1|||A||093938132177237|| 
093938132262979|X|A|110.15|1|124|1|R|740326|U||||C|R|T|116.82|1||R|N|117.13|1|||A||093938131910522|| 
093938132267933|T|A|116.97|1|117.29|1|R|740327|U||||C|R|T|116.97|1||R|N|117.13|1|||A||093938131917281|| 
093938134859192|N|A|116.62|1|117.13|3|R|740354|U||||C|R|T|116.97|1||R|N|117.13|3|||A||093938134832314|| 
093938135270170|T|A|116.98|1|117.29|1|R|740363|U||||C|R|T|116.98|1||R|N|117.13|3|||A||093938134918011|| 
093938135340252|T|A|116.99|1|117.29|1|R|740366|U||||C|R|T|116.99|1||R|N|117.13|3|||A||093938134987332|| 
093938135450577|N|A|116.62|1|117.13|1|R|740371|U||||C|R|T|116.99|1||R|N|117.13|1|||A||093938135419649|| 
093938135455556|N|A|116.62|1|117.14|1|R|740372|U||||C|R|T|116.99|1||R|N|117.14|1|||A||093938135420552|| 
093938148075634|N|A|116.62|1|117.14|3|R|740392|U||||C|R|T|116.99|1||R|N|117.14|3|||A||093938148047234|| 
093938148481577|T|A|116.82|1|117.29|1|R|740403|U||||C|R|T|116.82|1||R|N|117.14|3|||A||093938148127363|| 
093938148486551|T|A|116.76|1|117.29|1|R|740404|U||||C|R|T|116.76|1||R|N|117.14|3|||A||093938148138142|| 
093938148501599|T|A|116.82|1|117.29|1|R|740405|U||||C|R|T|116.82|1||R|N|117.14|3|||A||093938148151138|| 
093938148506644|T|A|116.83|1|117.29|1|R|740406|U||||C|R|T|116.83|1||R|N|117.14|3|||A||093938148157239|| 
093938148511622|X|A|116.9|1|124|1|R|740407|U||||C|R|X|116.9|1||R|N|117.14|3|||A||093938148158065|| 
093938148526659|X|A|110.15|1|124|1|R|740409|U||||C|R|T|116.82|1||R|N|117.14|3|||A||093938148172774|| 
093938158570578|T|A|116.76|1|117.29|1|R|740416|U||||C|R|T|116.76|1||R|N|117.14|3|||A||093938158222129|| 
093938228512181|T|A|116.61|1|117.29|1|R|740436|U||||C|R|N|116.62|1||R|N|117.14|3|||A||093938228162307|| 
093938660635957|N|A|116.62|1|117.14|2|R|740658|G||||C|R|N|116.62|1||R|N|117.14|2|||A||093938660607668|| 
093938661142199|N|A|116.62|1|117.21|1|R|740659|U||||C|R|N|116.62|1||R|K|117.18|1|||A||093938661111105|| 
093938661232326|P|A|116.78|1|117.55|1|R|740662|U||||C|R|P|116.78|1||R|K|117.18|1|||A||093938661202325|| 
093938661447920|P|A|116.54|1|117.55|1|R|740664|U||||C|R|N|116.62|1||R|K|117.18|1|||A||093938661419877|| 
093938661548047|N|A|116.62|2|117.21|1|R|740666|U||||C|R|N|116.62|2||R|K|117.18|1|||A||093938661521070|| 
093938661693410|T|A|116.76|1|117.29|1|R|740671|U||||C|R|T|116.76|1||R|K|117.18|1|||A||093938661340804|| 
093938661703481|X|A|116.84|1|124|1|R|740672|U||||C|R|X|116.84|1||R|K|117.18|1|||A||093938661349840|| 
093938661778680|X|A|110.15|1|124|1|R|740675|U||||C|R|T|116.76|1||R|K|117.18|1|||A||093938661428137|| 
093938663192038|T|A|116.77|1|117.29|1|R|740680|U||||C|R|T|116.77|1||R|K|117.18|1|||A||093938662837163|| 
093938663212164|T|A|116.95|1|117.29|1|R|740681|U||||C|R|T|116.95|1||R|K|117.18|1|||A||093938662860495|| 
093938663212164|T|A|116.98|1|117.29|1|R|740682|U||||C|R|T|116.98|1||R|K|117.18|1|||A||093938662861004|| 
093938663237072|T|A|116.95|1|117.29|1|R|740683|U||||C|R|T|116.95|1||R|K|117.18|1|||A||093938662885810|| 
093938663262136|T|A|116.96|1|117.29|1|R|740687|U||||C|R|T|116.96|1||R|K|117.18|1|||A||093938662910878|| 
093938663272262|X|A|117.03|1|124|1|R|740688|U||||C|R|X|117.03|1||R|K|117.18|1|||A||093938662917887|| 
093938663282658|X|A|110.15|1|124|1|R|740689|U||||C|R|T|116.96|1||R|K|117.18|1|||A||093938662931404|| 
093938663392434|K|A|116.2|1|117.85|1|R|740694|U||||C|R|T|116.96|1||R|N|117.21|1|||A||093938663153000|| 
093938663472696|N|A|116.62|2|117.48|1|R|740702|U||||C|R|T|116.96|1||R|T|117.29|1|||A||093938663443007|| 
093938663643311|N|A|116.96|2|117.48|1|R|740717|U||||C|R|N|116.96|2||R|T|117.29|1|||A||093938663618005|| 
093938664013919|X|A|117.01|1|124|1|R|740722|U||||C|R|X|117.01|1||R|T|117.29|1|||A||093938663659512|| 
093938664069073|X|A|110.15|1|124|1|R|740724|U||||C|R|T|116.98|1||R|T|117.29|1|||A||093938663716612|| 
093938665798244|T|A|116.98|1|117.78|1|R|740727|U||||C|R|T|116.98|1||R|N|117.48|1|||A||093938665447779|| 
093938665808226|T|A|116.98|1|117.45|1|R|740728|G||||C|R|T|116.98|1||R|T|117.45|1|||A||093938665457203|| 
093938671331441|T|A|117|1|117.45|1|R|740749|G||||C|R|T|117|1||R|T|117.45|1|||A||093938670976523|| 
093938678969565|T|A|116.96|1|117.45|1|R|740759|U||||C|R|N|116.96|2||R|T|117.45|1|||A||093938678616455|| 
093939558268211|N|A|116.62|1|117.66|1|R|740931|U||||C|R|Z|116.96|1||R|T|117.45|1|||A||093939558243073|| 
093939560388206|Z|A|116.66|1|117.91|1|R|740935|U||||C|R|T|116.96|1||R|T|117.45|1|||A||093939560152000|| 
093939560678973|T|A|116.61|1|117.45|1|R|740936|U||||C|R|Z|116.66|1||R|T|117.45|1|||A||093939560325282|| 
093939560683956|Z|A|115.89|1|117.91|1|R|740937|U||||C|R|N|116.62|1||R|T|117.45|1|||A||093939560453000|| 
093939560944585|Z|A|116.66|1|117.91|1|R|740941|U||||C|R|Z|116.66|1||R|T|117.45|1|||A||093939560695000|| 
093939656151281|Z|A|116.34|1|117.91|1|R|740953|U||||C|R|N|116.62|1||R|T|117.45|1|||A||093939655908000|| 
093939656151281|N|A|116.62|2|117.46|2|R|740954|U||||C|R|N|116.62|2||R|T|117.45|1|||A||093939656123726|| 
093940656573080|N|A|116.62|2|117.45|3|R|741626|G||||C|R|N|116.62|2||R|N|117.45|3|||A||093940656546029|| 
093940999529660|N|A|116.62|2|117.44|1|R|741807|G||||C|R|N|116.62|2||R|N|117.44|1|||A||093940999499313|| 
093940999659952|N|A|116.62|2|117.44|3|R|741808|G||||C|R|N|116.62|2||R|N|117.44|3|||A||093940999636107|| 
093941440344109|N|A|116.62|1|117.44|3|R|742164|G||||C|R|N|116.62|1||R|N|117.44|3|||A||093941440314805|| 
093945001257462|N|A|116.62|1|117.44|1|R|743510|U||||C|R|N|116.62|1||R|Z|117.44|1|||A||093945001227938|| 
093946304565727|Z|A|115.44|2|117.44|1|R|744086|U||||C|R|N|116.62|1||R|N|117.44|1|||A||093946304333000|| 
093951260109080|T|A|116.63|1|117.45|2|R|746390|U||||C|R|T|116.63|1||R|N|117.44|1|||A||093951259755420|| 
093951260535039|T|A|116.63|2|117.45|2|R|746391|U||||C|R|T|116.63|2||R|N|117.44|1|||A||093951260184994|| 
093956183371106|P|A|116.78|1|117.69|2|R|749305|U||||C|R|P|116.78|1||R|N|117.44|1|||A||093956183343794|| 
093956973071111|N|A|116.52|1|117.44|1|R|750035|U||||C|R|P|116.78|1||R|V|117.44|1|||A||093956973037687|| 
093957575475418|N|A|116.79|6|117.44|1|R|750209|U||||C|R|N|116.79|6||R|V|117.44|1|||A||093957575444250|| 
094004261920306|V|A|0|0|117.44|1|R|753964|U||||C|R|N|116.79|6||R|Z|117.44|1|||A||094004261491539|| 
094023470915036|N|A|116.79|7|117.44|1|R|768832|U||||C|R|N|116.79|7||R|Z|117.44|1|||A||094023470886710|| 
094026243821986|Z|A|116.32|1|117.44|1|R|770252|U||||C|R|N|116.79|7||R|V|117.44|1|||A||094026243586000|| 
094058364287764|P|A|117|1|117.69|2|R|794651|U||||C|R|P|117|1||R|V|117.44|1|||A||094058364260165|| 
094058365315406|P|A|117|2|118.15|1|R|794728|U||||C|R|P|117|2||R|V|117.44|1|||A||094058365290881|| 
094058365330248|J|A|117.08|1|118.5|1|R|794729|U||||C|R|J|117.08|1||R|V|117.44|1|||A||094058365091000|| 
094058365435549|X|A|117.21|1|124|1|R|794738|U||||C|R|X|117.21|1||R|V|117.44|1|||A||094058365078913|| 
094058365480712|X|A|116.95|1|124|1|R|794750|U||||C|R|J|117.08|1||R|V|117.44|1|||A||094058365126150|| 
094058365485721|T|A|117.15|1|117.46|1|R|794751|U||||C|R|T|117.15|1||R|V|117.44|1|||A||094058365135260|| 
094058365505734|T|A|116.8|1|117.46|1|R|794753|U||||C|R|J|117.08|1||R|V|117.44|1|||A||094058365154811|| 
094058365536184|J|A|115.64|1|118.5|1|R|794755|U||||C|R|P|117|2||R|V|117.44|1|||A||094058365307000|| 
094058366036940|V|A|0|0|0|0|R|794766|U||||C|R|P|117|2||R|Z|117.44|1|||A||094058365354993|| 
094058368628149|P|A|117|1|118.15|1|R|794770|U||||C|R|P|117|1||R|Z|117.44|1|||A||094058368600412|| 
094058378511729|P|A|117|2|118.15|1|R|794816|U||||C|R|P|117|2||R|Z|117.44|1|||A||094058378489464|| 
094058400248456|P|A|117|1|118.15|1|R|794867|U||||C|R|P|117|1||R|Z|117.44|1|||A||094058400217229|| 
094059059748641|K|A|117.1|1|118.22|1|R|795301|U||||C|R|K|117.1|1||R|Z|117.44|1|||A||094059059484000|| 
094103256465741|Z|A|116.66|1|117.46|1|R|799704|U||||C|R|K|117.1|1||R|N|117.45|1|||A||094103256213000|| 
094103257152281|N|A|116.85|1|117.47|1|R|799717|U||||C|R|K|117.1|1||R|T|117.46|1|||A||094103257122825|| 
094103257618408|J|A|117.18|1|118.5|1|R|799724|U||||C|R|J|117.18|1||R|T|117.46|1|||A||094103257366000|| 
094103257773809|T|A|117.1|1|117.76|1|R|799736|U||||C|R|J|117.18|1||R|N|117.47|1|||A||094103257419647|| 
094103257778932|T|A|117.1|1|117.46|1|R|799737|U||||C|R|J|117.18|1||R|T|117.46|1|||A||094103257429129|| 
094103257808869|T|A|117.1|1|117.76|1|R|799741|U||||C|R|J|117.18|1||R|N|117.47|1|||A||094103257458190|| 
094103257833930|J|A|116.8|1|118.5|1|R|799746|U||||C|R|X|117.18|1||R|N|117.47|1|||A||094103257607000|| 
094103259984077|T|A|117.1|1|117.46|1|R|799782|U||||C|R|X|117.18|1||R|T|117.46|1|||A||094103259635149|| 
094103260009168|T|A|117.1|1|117.76|1|R|799784|U||||C|R|X|117.18|1||R|N|117.47|1|||A||094103259656926|| 
094103260044173|X|A|110.15|1|124|1|R|799786|U||||C|R|T|117.1|1||R|N|117.47|1|||A||094103259693994|| 
094103260074305|T|A|116.92|1|117.76|1|R|799787|U||||C|R|K|117.1|1||R|N|117.47|1|||A||094103259723373|| 
094103260339914|X|A|117.2|1|124|1|R|799795|U||||C|R|X|117.2|1||R|N|117.47|1|||A||094103259988778|| 
094103260349930|X|A|110.15|1|124|1|R|799798|U||||C|R|K|117.1|1||R|N|117.47|1|||A||094103259997901|| 
094103260500317|K|A|117.1|2|118.22|1|R|799801|U||||C|R|K|117.1|2||R|N|117.47|1|||A||094103260259000|| 
094103261046591|N|A|116.85|1|117.47|3|R|799805|U||||C|R|K|117.1|2||R|N|117.47|3|||A||094103261021813|| 
094103263146593|N|A|116.85|1|117.47|1|R|799807|U||||C|R|K|117.1|2||R|N|117.47|1|||A||094103263115218|| 
094103263692951|T|A|117.11|1|117.76|1|R|799817|U||||C|R|T|117.11|1||R|N|117.47|1|||A||094103263339691|| 
094103263697861|X|A|117.17|1|124|1|R|799818|U||||C|R|X|117.17|1||R|N|117.47|1|||A||094103263344996|| 
094103263748039|X|A|110.15|1|124|1|R|799819|U||||C|R|T|117.11|1||R|N|117.47|1|||A||094103263393980|| 
094103263933424|T|A|117.1|1|117.76|1|R|799820|U||||C|R|K|117.1|2||R|N|117.47|1|||A||094103263582664|| 
094103270970212|K|A|117.1|1|118.22|1|R|799836|U||||C|R|T|117.1|1||R|N|117.47|1|||A||094103270745000|| 
